10	0 0 0.79101 2.44961 0.450795 1 1 0.91705 1.83241 0.408676 2 2 0.94989 3.63846 0.356636 3 3 1.49909 2.24434 0.547211 4 4 1.27491 3.11435 0.72666 5 5 1.62629 3.98208 0.520873 6 6 1.70757 1.42081 0.647248 7 7 2.01151 2.87954 0.545648 8 8 2.2325 3.64977 0.587403 9 9 2.27526 2.11583 0.594024 10 10 2.75857 2.59514 0.442836 11 11 2.55435 1.56462 0.446048 12 12 2.56248 4.34242 0.593528 13 13 2.76276 3.23379 0.455608 14 14 2.5347 1.02113 0.39331 15 15 3.47543 2.87916 0.612427 16 16 3.24373 3.85263 0.739196 17 17 3.34264 2.0834 0.666034 18 18 3.2453 1.34221 0.490922 19 19 3.43596 4.79004 0.661946 20 20 3.98544 1.6129 0.549903 21 21 4.00195 3.3446 0.557812 22 22 4.05183 4.78049 0.271883 23 23 4.35014 2.48573 0.883224 24 24 4.0436 4.1285 0.609481 25 25 4.68541 1.64209 0.489941 26 26 4.61886 4.72575 0.309651 27 27 4.71633 3.44331 0.604528 28 28 4.39434 5.25779 0.499723 29 29 4.82609 4.19958 0.457134 30 30 5.2348 4.87578 0.500501 31 31 5.2646 2.96654 0.663241 32 32 5.23296 2.12324 0.605494 33 33 5.47587 3.95955 0.662241 34 34 5.3101 1.39609 0.37916 35 35 5.83324 4.59332 0.281423 
11	0 0 0.812569 2.46906 0.437161 1 1 0.937022 1.86616 0.396701 2 2 0.959313 3.61142 0.346235 3 3 1.52496 2.25973 0.537562 4 4 1.29429 3.10491 0.708681 5 5 1.63449 3.94884 0.506249 6 6 1.715 1.4523 0.634702 7 7 2.03818 2.88691 0.528559 8 8 2.2399 3.63268 0.565296 9 9 2.29389 2.14521 0.573012 10 10 2.77446 2.6073 0.419634 11 11 2.55201 1.59908 0.436384 12 12 2.56009 4.31493 0.584173 13 13 2.78081 3.22854 0.436887 14 14 2.53456 1.06256 0.386547 15 15 3.48363 2.87281 0.587971 16 16 3.24129 3.82869 0.726244 17 17 3.34236 2.09917 0.644729 18 18 3.24145 1.37431 0.481508 19 19 3.43006 4.7538 0.656293 20 20 3.98003 1.642 0.537214 21 21 3.99866 3.34006 0.538533 22 22 4.04433 4.74295 0.262116 23 23 4.34746 2.50454 0.860788 24 24 4.03525 4.10604 0.594028 25 25 4.66547 1.70265 0.455442 26 26 4.61168 4.68603 0.304718 27 27 4.70926 3.43372 0.586468 28 28 4.38322 5.21138 0.494775 29 29 4.81062 4.16892 0.437527 30 30 5.2206 4.83638 0.490813 31 31 5.27017 2.97613 0.646274 32 32 5.228 2.1649 0.585547 33 33 5.46134 3.93319 0.651142 34 34 5.28104 1.45695 0.385656 35 35 5.81548 4.53975 0.277279 
12	0 0 0.832723 2.48418 0.427813 1 1 0.970903 1.87528 0.412908 2 2 0.967649 3.58712 0.33646 3 3 1.54852 2.27539 0.52549 4 4 1.31277 3.09757 0.692348 5 5 1.64179 3.92135 0.495619 6 6 1.73251 1.48709 0.600396 7 7 2.06085 2.89237 0.511535 8 8 2.24913 3.61768 0.549358 9 9 2.31147 2.17132 0.555355 10 10 2.78864 2.61886 0.399026 11 11 2.55347 1.63043 0.424118 12 12 2.55628 4.29103 0.576322 13 13 2.79463 3.22363 0.418621 14 14 2.53504 1.10132 0.379117 15 15 3.48841 2.87051 0.568003 16 16 3.24043 3.80922 0.712092 17 17 3.34177 2.11419 0.626137 18 18 3.23797 1.40314 0.47256 19 19 3.42514 4.72098 0.650221 20 20 3.97365 1.66889 0.524492 21 21 3.99539 3.33538 0.520486 22 22 4.03723 4.70722 0.253269 23 23 4.34301 2.52434 0.838092 24 24 4.02812 4.08442 0.578744 25 25 4.64609 1.76212 0.426818 26 26 4.60506 4.6477 0.300424 27 27 4.70291 3.42518 0.569007 28 28 4.3733 5.1673 0.490473 29 29 4.79646 4.13967 0.418947 30 30 5.20792 4.79895 0.482223 31 31 5.27542 2.98572 0.630126 32 32 5.22305 2.20209 0.568915 33 33 5.4484 3.90973 0.640049 34 34 5.25761 1.5057 0.399492 35 35 5.80008 4.49064 0.272984 
13	0 0 0.851864 2.49491 0.421592 1 1 0.999172 1.887 0.417562 2 2 0.975033 3.56112 0.322992 3 3 1.57031 2.29058 0.513129 4 4 1.33016 3.09137 0.677197 5 5 1.65092 3.89455 0.482024 6 6 1.74712 1.5194 0.579326 7 7 2.08079 2.89712 0.495587 8 8 2.25877 3.60477 0.535708 9 9 2.32812 2.19464 0.539547 10 10 2.80097 2.62971 0.380459 11 11 2.55824 1.6593 0.411088 12 12 2.55152 4.26975 0.568177 13 13 2.80553 3.21934 0.401701 14 14 2.53536 1.13681 0.373062 15 15 3.49087 2.87069 0.550287 16 16 3.23973 3.79279 0.698746 17 17 3.3411 2.12889 0.60958 18 18 3.23527 1.42927 0.463862 19 19 3.42177 4.69088 0.643072 20 20 3.9678 1.69404 0.514073 21 21 3.99194 3.33096 0.50368 22 22 4.03069 4.67329 0.244994 23 23 4.3379 2.5429 0.818256 24 24 4.02197 4.06381 0.564157 25 25 4.63354 1.80978 0.411017 26 26 4.5976 4.61176 0.294612 27 27 4.69706 3.41757 0.552437 28 28 4.36442 5.1255 0.486475 29 29 4.78434 4.11315 0.403685 30 30 5.19639 4.76271 0.475892 31 31 5.2799 2.99476 0.61514 32 32 5.21843 2.23579 0.554346 33 33 5.43752 3.88778 0.627461 34 34 5.24368 1.55301 0.402502 35 35 5.78677 4.44556 0.268461 
14	0 0 0.869569 2.50374 0.414992 1 1 1.0212 1.90064 0.414936 2 2 0.981267 3.53406 0.30814 3 3 1.5897 2.3045 0.50177 4 4 1.34673 3.08475 0.662008 5 5 1.65558 3.87014 0.473732 6 6 1.75969 1.55033 0.564312 7 7 2.09873 2.90106 0.480489 8 8 2.26695 3.59065 0.520166 9 9 2.34337 2.21536 0.525652 10 10 2.81166 2.6399 0.363614 11 11 2.56403 1.68555 0.399464 12 12 2.53735 4.23256 0.538395 13 13 2.81446 3.21544 0.385744 14 14 2.53498 1.16858 0.368679 15 15 3.49189 2.87232 0.53432 16 16 3.23915 3.77756 0.684972 17 17 3.34063 2.14325 0.595016 18 18 3.2333 1.45315 0.455968 19 19 3.41162 4.6607 0.645098 20 20 3.96308 1.71734 0.505847 21 21 3.98846 3.32677 0.488221 22 22 4.02393 4.64136 0.237507 23 23 4.33288 2.55934 0.801253 24 24 4.01643 4.04449 0.550865 25 25 4.62525 1.84924 0.400409 26 26 4.58921 4.57848 0.28762 27 27 4.69153 3.41074 0.53727 28 28 4.35597 5.08595 0.482671 29 29 4.77396 4.08954 0.390972 30 30 5.18588 4.72755 0.471337 31 31 5.2835 3.00283 0.601147 32 32 5.21449 2.26665 0.540933 33 33 5.42842 3.86691 0.614699 34 34 5.23479 1.59809 0.400379 35 35 5.77548 4.40386 0.263542 
15	0 0 0.885789 2.51157 0.407628 1 1 1.03859 1.91486 0.409256 2 2 0.987504 3.51151 0.29714 3 3 1.60672 2.31722 0.491172 4 4 1.36205 3.07862 0.6483 5 5 1.65788 3.84896 0.46686 6 6 1.77122 1.57976 0.551985 7 7 2.1148 2.9038 0.466185 8 8 2.27315 3.576 0.505556 9 9 2.35721 2.23378 0.513325 10 10 2.82101 2.6493 0.348221 11 11 2.56993 1.7093 0.38943 12 12 2.52649 4.20305 0.523428 13 13 2.82178 3.2115 0.37049 14 14 2.53425 1.19706 0.36534 15 15 3.49207 2.87467 0.519844 16 16 3.23806 3.76317 0.67235 17 17 3.34045 2.15709 0.582267 18 18 3.23192 1.47511 0.449112 19 19 3.40168 4.63335 0.645093 20 20 3.95954 1.7387 0.499278 21 21 3.98503 3.32276 0.474125 22 22 4.01649 4.61141 0.230919 23 23 4.32822 2.57367 0.786446 24 24 4.01108 4.02643 0.538775 25 25 4.61975 1.88279 0.392101 26 26 4.5806 4.5474 0.280671 27 27 4.68624 3.4045 0.523496 28 28 4.3475 5.04855 0.479212 29 29 4.7646 4.06801 0.379564 30 30 5.17628 4.69395 0.467616 31 31 5.28628 3.00987 0.588007 32 32 5.21119 2.29507 0.528064 33 33 5.42042 3.8474 0.602638 34 34 5.22774 1.64705 0.381723 35 35 5.7658 4.36525 0.258424 
16	0 0 0.900558 2.51886 0.399902 1 1 1.05264 1.92912 0.402441 2 2 0.993479 3.49197 0.288093 3 3 1.62159 2.329 0.48122 4 4 1.37609 3.0733 0.635996 5 5 1.65935 3.83053 0.460697 6 6 1.78221 1.60744 0.541108 7 7 2.12912 2.90567 0.453052 8 8 2.27818 3.56263 0.49329 9 9 2.36973 2.25023 0.502284 10 10 2.8292 2.65789 0.334155 11 11 2.57562 1.73084 0.380739 12 12 2.51815 4.17891 0.513762 13 13 2.8276 3.20763 0.356427 14 14 2.53348 1.22277 0.362714 15 15 3.49168 2.87738 0.506777 16 16 3.23633 3.75006 0.661318 17 17 3.34056 2.17024 0.571101 18 18 3.23109 1.49535 0.443258 19 19 3.39238 4.60848 0.643513 20 20 3.95728 1.75807 0.494195 21 21 3.98159 3.31888 0.461331 22 22 4.00894 4.58316 0.224759 23 23 4.32385 2.58616 0.77325 24 24 4.00594 4.00935 0.527539 25 25 4.61693 1.91209 0.38521 26 26 4.57208 4.51827 0.274089 27 27 4.68109 3.39867 0.510912 28 28 4.33912 5.01319 0.475918 29 29 4.75595 4.04812 0.369104 30 30 5.16743 4.66211 0.464411 31 31 5.2882 3.01614 0.57535 32 32 5.20751 2.32174 0.513779 33 33 5.41311 3.82927 0.591333 34 34 5.22255 1.70154 0.345542 35 35 5.75735 4.3295 0.253279 
17	0 0 0.913958 2.52589 0.392175 1 1 1.06431 1.94319 0.395401 2 2 0.999155 3.47464 0.280255 3 3 1.63466 2.34001 0.4719 4 4 1.38911 3.06879 0.624992 5 5 1.66055 3.81451 0.455237 6 6 1.79277 1.63315 0.531167 7 7 2.14313 2.90596 0.442941 8 8 2.28246 3.55067 0.483141 9 9 2.38103 2.26432 0.490959 10 10 2.83661 2.66664 0.319072 11 11 2.58083 1.75047 0.37307 12 12 2.51139 4.15862 0.506432 13 13 2.83234 3.204 0.343459 14 14 2.53283 1.2461 0.360611 15 15 3.4908 2.88025 0.494994 16 16 3.23418 3.73822 0.651515 17 17 3.33966 2.18309 0.562728 18 18 3.2307 1.51414 0.438461 19 19 3.38377 4.58573 0.641146 20 20 3.95616 1.77559 0.490533 21 21 3.97807 3.31507 0.449679 22 22 4.00161 4.55651 0.218929 23 23 4.31971 2.59701 0.76152 24 24 4.001 3.99318 0.517063 25 25 4.61632 1.93796 0.379721 26 26 4.56418 4.49097 0.268181 27 27 4.67591 3.39315 0.499232 28 28 4.33186 4.97992 0.473596 29 29 4.74797 4.02961 0.359558 30 30 5.16283 4.6268 0.462808 31 31 5.2892 3.02176 0.563017 32 32 5.20413 2.34647 0.499769 33 33 5.40568 3.81242 0.578638 34 34 5.21919 1.74924 0.319236 35 35 5.74845 4.29399 0.230829 
18	0 0 0.926122 2.53276 0.384679 1 1 1.0743 1.95692 0.38858 2 2 1.00456 3.45909 0.273293 3 3 1.6461 2.35039 0.463019 4 4 1.40134 3.06504 0.615141 5 5 1.6617 3.80057 0.450442 6 6 1.80283 1.65673 0.521847 7 7 2.16026 2.90181 0.441405 8 8 2.28623 3.53991 0.474715 9 9 2.38335 2.27176 0.46565 10 10 2.84597 2.67232 0.309232 11 11 2.58521 1.76838 0.366051 12 12 2.50566 4.14121 0.500361 13 13 2.83651 3.20058 0.33166 14 14 2.53238 1.26739 0.358888 15 15 3.49421 2.88947 0.474119 16 16 3.23177 3.72765 0.642499 17 17 3.33367 2.20092 0.568879 18 18 3.23068 1.53187 0.434868 19 19 3.37589 4.56486 0.638476 20 20 3.95569 1.79164 0.48817 21 21 3.97468 3.31143 0.438699 22 22 3.99477 4.53146 0.21348 23 23 4.31589 2.60636 0.750978 24 24 3.99628 3.9779 0.507283 25 25 4.61707 1.96089 0.37514 26 26 4.55679 4.46514 0.262709 27 27 4.67066 3.38779 0.488327 28 28 4.32574 4.94856 0.47171 29 29 4.74041 4.01189 0.350525 30 30 5.15824 4.59209 0.460141 31 31 5.28937 3.02679 0.551235 32 32 5.20143 2.36908 0.486809 33 33 5.39896 3.79718 0.566611 34 34 5.21682 1.79155 0.299131 35 35 5.73941 4.26221 0.206941 
19	0 0 0.937088 2.54059 0.376637 1 1 1.0795 1.98025 0.370544 2 2 1.00986 3.44486 0.267221 3 3 1.65475 2.36074 0.452553 4 4 1.41446 3.06182 0.60746 5 5 1.66316 3.78813 0.446621 6 6 1.80872 1.67943 0.512117 7 7 2.18309 2.89214 0.445713 8 8 2.2902 3.52799 0.470139 9 9 2.37549 2.27202 0.433053 10 10 2.85956 2.67553 0.304032 11 11 2.58503 1.78407 0.356166 12 12 2.50057 4.1258 0.495319 13 13 2.84408 3.19675 0.32145 14 14 2.5317 1.28675 0.357021 15 15 3.50507 2.90564 0.448276 16 16 3.22947 3.71981 0.632715 17 17 3.32118 2.22318 0.581417 18 18 3.22928 1.55161 0.435518 19 19 3.36878 4.54584 0.63554 20 20 3.95336 1.80848 0.489658 21 21 3.97386 3.30957 0.42551 22 22 3.98848 4.50796 0.208317 23 23 4.3126 2.61433 0.741125 24 24 3.99203 3.9638 0.497557 25 25 4.61841 1.98136 0.371345 26 26 4.54986 4.44056 0.257513 27 27 4.66572 3.38257 0.477817 28 28 4.32048 4.91889 0.46994 29 29 4.73318 3.99486 0.341902 30 30 5.15376 4.55875 0.456976 31 31 5.28895 3.03132 0.54011 32 32 5.19935 2.38962 0.474876 33 33 5.39278 3.78347 0.555358 34 34 5.21521 1.82933 0.283003 35 35 5.73011 4.23347 0.182713 
