0	0	
1	0	
2	0	
3	0	
4	0	
5	0	
6	0	
7	0	
8	1	1.34541	2.65116	
9	2	5.22915	1.43521	4.70521	2.97511	
10	0	
11	0	
12	0	
13	0	
14	1	0.758755	3.35995	
15	0	
16	1	3.65286	0.618966	
17	0	
18	0	
19	1	5.01831	0.970308	
20	0	
