0	0	
1	0	
2	0	
3	1	4.73352	2.82892	
4	1	0.602373	3.07284	
5	0	
6	0	
7	0	
8	0	
9	0	
10	0	
11	0	
12	0	
13	0	
14	0	
15	1	4.35639	3.87666	
16	0	
17	0	
18	0	
19	0	
20	0	
